0,-0.094472653
1.33E-10,-0.09196009
2.66E-10,-0.086934963
3.98E-10,-0.086934963
5.31E-10,-0.086934963
6.64E-10,-0.089447526
7.97E-10,-0.09196009
9.30E-10,-0.096985216
1.06E-09,-0.102010342
1.20E-09,-0.107035469
1.33E-09,-0.112060595
1.46E-09,-0.117085722
1.59E-09,-0.119598285
1.73E-09,-0.122110848
1.86E-09,-0.122110848
1.99E-09,-0.119598285
2.13E-09,-0.114573158
2.26E-09,-0.109548032
2.39E-09,-0.099497779
2.52E-09,-0.09196009
2.66E-09,-0.081909837
2.79E-09,-0.071859584
2.92E-09,-0.061809331
3.05E-09,-0.054271642
3.19E-09,-0.044221389
3.32E-09,-0.041708826
3.45E-09,-0.039196262
3.59E-09,-0.039196262
3.72E-09,-0.041708826
3.85E-09,-0.051759078
3.98E-09,-0.059296768
4.12E-09,-0.069347021
4.25E-09,-0.07688471
4.38E-09,-0.089447526
4.52E-09,-0.099497779
4.65E-09,-0.107035469
4.78E-09,-0.112060595
4.91E-09,-0.119598285
5.05E-09,-0.122110848
5.18E-09,-0.122110848
5.31E-09,-0.122110848
5.45E-09,-0.119598285
5.58E-09,-0.114573158
5.71E-09,-0.112060595
5.84E-09,-0.107035469
5.98E-09,-0.099497779
6.11E-09,-0.096985216
6.24E-09,-0.09196009
6.38E-09,-0.089447526
6.51E-09,-0.089447526
6.64E-09,-0.089447526
6.77E-09,-0.089447526
6.91E-09,-0.089447526
7.04E-09,-0.09196009
7.17E-09,-0.09196009
7.30E-09,-0.09196009
7.44E-09,-0.09196009
7.57E-09,-0.09196009
7.70E-09,-0.09196009
7.84E-09,-0.086934963
7.97E-09,-0.0844224
8.10E-09,-0.07688471
8.23E-09,-0.071859584
8.37E-09,-0.069347021
8.50E-09,-0.064321894
8.63E-09,-0.064321894
8.77E-09,-0.064321894
8.90E-09,-0.064321894
9.03E-09,-0.066834458
9.16E-09,-0.071859584
9.30E-09,-0.07688471
9.43E-09,-0.0844224
9.56E-09,-0.094472653
9.70E-09,-0.104522906
9.83E-09,-0.112060595
9.96E-09,-0.119598285
1.01E-08,-0.124623411
1.02E-08,-0.132161101
1.04E-08,-0.134673664
1.05E-08,-0.137186227
1.06E-08,-0.137186227
1.08E-08,-0.137186227
1.09E-08,-0.137186227
1.10E-08,-0.137186227
1.12E-08,-0.134673664
1.13E-08,-0.132161101
1.14E-08,-0.132161101
1.16E-08,-0.132161101
1.17E-08,-0.132161101
1.18E-08,-0.132161101
1.20E-08,-0.132161101
1.21E-08,-0.134673664
1.22E-08,-0.134673664
1.24E-08,-0.134673664
1.25E-08,-0.132161101
1.26E-08,-0.132161101
1.28E-08,-0.129648538
1.29E-08,-0.127135974
1.30E-08,-0.122110848
1.31E-08,-0.117085722
1.33E-08,-0.114573158
1.34E-08,-0.109548032
1.35E-08,-0.107035469
1.37E-08,-0.107035469
1.38E-08,-0.104522906
1.39E-08,-0.104522906
1.41E-08,-0.107035469
1.42E-08,-0.109548032
1.43E-08,-0.112060595
1.45E-08,-0.117085722
1.46E-08,-0.117085722
1.47E-08,-0.117085722
1.49E-08,-0.117085722
1.50E-08,-0.117085722
1.51E-08,-0.112060595
1.53E-08,-0.104522906
1.54E-08,-0.099497779
1.55E-08,-0.09196009
1.57E-08,-0.081909837
1.58E-08,-0.071859584
1.59E-08,-0.061809331
1.61E-08,-0.056784205
1.62E-08,-0.049246515
1.63E-08,-0.046733952
1.65E-08,-0.044221389
1.66E-08,-0.041708826
1.67E-08,-0.044221389
1.69E-08,-0.046733952
1.70E-08,-0.051759078
1.71E-08,-0.056784205
1.73E-08,-0.061809331
1.74E-08,-0.066834458
1.75E-08,-0.071859584
1.77E-08,-0.079397274
1.78E-08,-0.081909837
1.79E-08,-0.086934963
1.81E-08,-0.089447526
1.82E-08,-0.09196009
1.83E-08,-0.094472653
1.85E-08,-0.094472653
1.86E-08,-0.094472653
1.87E-08,-0.094472653
1.89E-08,-0.094472653
1.90E-08,-0.094472653
1.91E-08,-0.094472653
1.93E-08,-0.09196009
1.94E-08,-0.09196009
1.95E-08,-0.09196009
1.97E-08,-0.09196009
1.98E-08,-0.09196009
1.99E-08,-0.09196009
2.01E-08,-0.09196009
2.02E-08,-0.09196009
2.03E-08,-0.089447526
2.05E-08,-0.089447526
2.06E-08,-0.089447526
2.07E-08,-0.089447526
2.09E-08,-0.089447526
2.10E-08,-0.086934963
2.11E-08,-0.086934963
2.13E-08,-0.086934963
2.14E-08,-0.086934963
2.15E-08,-0.089447526
2.16E-08,-0.09196009
2.18E-08,-0.094472653
2.19E-08,-0.096985216
2.20E-08,-0.102010342
2.22E-08,-0.107035469
2.23E-08,-0.112060595
2.24E-08,-0.114573158
2.26E-08,-0.119598285
2.27E-08,-0.122110848
2.28E-08,-0.124623411
2.30E-08,-0.124623411
2.31E-08,-0.124623411
2.32E-08,-0.122110848
2.34E-08,-0.117085722
2.35E-08,-0.112060595
2.36E-08,-0.107035469
2.38E-08,-0.102010342
2.39E-08,-0.096985216
2.40E-08,-0.089447526
2.42E-08,-0.0844224
2.43E-08,-0.081909837
2.44E-08,-0.081909837
2.46E-08,-0.0844224
2.47E-08,-0.086934963
2.48E-08,-0.094472653
2.50E-08,-0.102010342
2.51E-08,-0.112060595
2.52E-08,-0.122110848
2.54E-08,-0.132161101
2.55E-08,-0.13969879
2.56E-08,-0.14723648
2.58E-08,-0.152261606
2.59E-08,-0.15477417
2.60E-08,-0.15477417
2.62E-08,-0.152261606
2.63E-08,-0.14723648
2.64E-08,-0.13969879
2.66E-08,-0.132161101
2.67E-08,-0.122110848
2.68E-08,-0.114573158
2.70E-08,-0.107035469
2.71E-08,-0.099497779
2.72E-08,-0.09196009
2.74E-08,-0.089447526
2.75E-08,-0.0844224
2.76E-08,-0.0844224
2.78E-08,-0.086934963
2.79E-08,-0.086934963
2.80E-08,-0.089447526
2.82E-08,-0.089447526
2.83E-08,-0.09196009
2.84E-08,-0.09196009
2.86E-08,-0.09196009
2.87E-08,-0.09196009
2.88E-08,-0.09196009
2.90E-08,-0.089447526
2.91E-08,-0.0844224
2.92E-08,-0.081909837
2.94E-08,-0.07688471
2.95E-08,-0.071859584
2.96E-08,-0.069347021
2.98E-08,-0.064321894
2.99E-08,-0.061809331
3.00E-08,-0.059296768
3.01E-08,-0.056784205
3.03E-08,-0.054271642
3.04E-08,-0.054271642
3.05E-08,-0.051759078
3.07E-08,-0.049246515
3.08E-08,-0.046733952
3.09E-08,-0.044221389
3.11E-08,-0.039196262
3.12E-08,-0.036683699
3.13E-08,-0.031658573
3.15E-08,-0.026633446
3.16E-08,-0.024120883
3.17E-08,-0.019095757
3.19E-08,-0.016583194
3.20E-08,-0.01407063
3.21E-08,-0.01407063
3.23E-08,-0.016583194
3.24E-08,-0.02160832
3.25E-08,-0.026633446
3.27E-08,-0.034171136
3.28E-08,-0.044221389
3.29E-08,-0.054271642
3.31E-08,-0.066834458
3.32E-08,-0.07688471
3.33E-08,-0.086934963
3.35E-08,-0.096985216
3.36E-08,-0.107035469
3.37E-08,-0.114573158
3.39E-08,-0.117085722
3.40E-08,-0.119598285
3.41E-08,-0.119598285
3.43E-08,-0.119598285
3.44E-08,-0.117085722
3.45E-08,-0.114573158
3.47E-08,-0.109548032
3.48E-08,-0.107035469
3.49E-08,-0.104522906
3.51E-08,-0.102010342
3.52E-08,-0.102010342
3.53E-08,-0.104522906
3.55E-08,-0.107035469
3.56E-08,-0.112060595
3.57E-08,-0.119598285
3.59E-08,-0.122110848
3.60E-08,-0.127135974
3.61E-08,-0.129648538
3.63E-08,-0.134673664
3.64E-08,-0.134673664
3.65E-08,-0.134673664
3.67E-08,-0.134673664
3.68E-08,-0.132161101
3.69E-08,-0.127135974
3.71E-08,-0.124623411
3.72E-08,-0.119598285
3.73E-08,-0.114573158
3.75E-08,-0.109548032
3.76E-08,-0.107035469
3.77E-08,-0.107035469
3.79E-08,-0.104522906
3.80E-08,-0.107035469
3.81E-08,-0.107035469
3.83E-08,-0.109548032
3.84E-08,-0.112060595
3.85E-08,-0.117085722
3.86E-08,-0.117085722
3.88E-08,-0.117085722
3.89E-08,-0.117085722
3.90E-08,-0.114573158
3.92E-08,-0.109548032
3.93E-08,-0.104522906
3.94E-08,-0.096985216
3.96E-08,-0.089447526
3.97E-08,-0.079397274
3.98E-08,-0.069347021
4.00E-08,-0.059296768
